satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
0.45,0.56,2,145,3,0,1,0,support,low
0.68,0.68,3,153,3,0,0,0,RandD,high
0.57,0.66,4,261,3,0,0,0,sales,medium
0.54,0.8,4,194,2,0,0,0,sales,low
0.66,1.0,4,162,3,0,0,0,technical,low
0.72,0.95,3,245,3,0,0,0,RandD,low
0.35,0.5,2,168,3,0,0,0,support,low
0.37,0.43,2,157,3,1,0,0,technical,low
0.16,0.88,4,194,5,1,0,0,sales,medium
0.61,0.51,5,107,2,1,0,1,sales,medium
0.74,0.88,5,300,2,0,0,0,hr,low
0.8,0.81,3,187,2,0,0,0,technical,medium
0.76,0.7,4,257,5,1,0,0,support,high
0.72,0.54,3,275,2,0,0,0,marketing,low
0.37,0.5,2,139,2,0,1,1,management,high
0.7,0.55,4,232,3,0,0,0,marketing,medium
0.18,0.92,5,263,4,0,0,0,marketing,low
0.49,0.97,2,112,3,0,0,0,sales,medium
0.72,0.51,5,120,5,0,0,0,management,low
0.53,0.51,2,144,3,0,0,0,support,low
0.69,0.91,4,198,5,0,0,0,product_mng,low
0.48,0.96,4,275,2,0,0,0,hr,medium
0.61,0.5,3,167,3,0,0,0,sales,medium
0.73,0.64,5,266,5,0,0,0,management,high
0.59,0.96,4,212,3,0,0,0,sales,low
0.5,0.5,3,117,3,0,0,0,product_mng,medium
0.63,0.93,5,265,2,0,0,0,IT,medium
0.1,0.93,7,262,4,0,1,0,RandD,medium
0.73,0.56,5,144,3,0,0,0,sales,low
0.59,0.63,4,261,3,0,0,0,product_mng,high
0.72,0.9,4,247,3,0,0,0,sales,low
0.55,0.81,5,227,2,0,0,0,sales,medium
0.34,0.53,2,139,3,0,1,0,sales,low
0.64,0.71,4,190,2,0,0,0,hr,medium
0.86,0.66,4,140,5,0,0,0,technical,medium
0.5,0.62,3,108,3,0,0,0,support,medium
0.19,0.93,5,241,4,0,1,0,technical,medium
0.47,0.63,3,190,2,0,1,0,marketing,low
0.16,0.71,4,263,2,0,0,0,RandD,medium
0.4,0.52,2,163,3,0,0,0,sales,medium
0.66,0.62,4,224,2,0,0,0,sales,medium
0.58,0.5,4,184,3,0,0,0,technical,low
0.63,0.64,4,240,2,0,0,0,technical,medium
0.78,0.92,4,268,2,0,0,0,support,low
0.49,0.45,4,166,2,0,0,0,technical,low
0.1,1.0,7,256,5,0,1,0,marketing,low
0.72,0.51,5,254,2,0,0,0,technical,high
0.36,0.49,2,137,5,0,1,0,sales,low
0.77,0.49,5,137,3,0,0,0,management,medium
0.76,0.93,5,254,4,0,0,0,technical,medium
0.58,0.93,4,151,3,0,0,0,sales,medium
0.6,0.51,3,139,2,0,0,0,technical,low
0.4,0.53,4,139,3,1,0,0,sales,low
0.18,0.93,5,278,4,0,1,0,sales,low
0.55,0.66,3,186,2,0,0,0,technical,low
0.75,0.88,3,185,2,0,0,0,sales,low
0.48,0.92,5,251,5,0,1,0,sales,low
0.87,0.65,5,143,3,0,0,0,technical,low
0.61,0.6,3,146,3,0,1,0,support,medium
0.09,0.81,3,181,7,0,0,0,sales,low
0.69,0.96,4,186,2,0,1,0,marketing,medium
0.9,0.91,4,229,5,0,0,0,sales,low
0.76,0.65,3,189,3,0,0,0,sales,medium
0.46,0.7,4,115,2,0,0,0,IT,low
0.48,0.49,4,145,2,0,0,0,sales,low
0.19,0.89,6,193,2,0,0,0,technical,medium
0.41,0.54,2,142,3,0,1,0,sales,low
0.75,0.84,5,238,4,0,0,0,sales,high
0.8,0.93,3,220,2,0,0,0,technical,high
0.77,0.87,4,262,2,0,1,0,marketing,high
0.67,0.84,3,230,5,0,0,0,hr,low
0.38,0.65,2,166,3,0,0,0,sales,low
0.71,0.63,4,270,3,0,0,0,technical,low
0.4,0.52,2,151,5,0,0,0,support,medium
0.31,0.51,2,149,3,0,1,0,technical,low
0.79,0.66,5,285,3,0,1,0,IT,low
0.35,0.51,2,134,3,0,1,0,sales,low
0.47,0.51,2,134,3,1,1,0,product_mng,low
0.56,0.59,3,260,3,0,0,0,support,medium
0.5,0.73,4,298,6,0,0,0,sales,low
0.77,0.67,4,157,2,0,0,0,sales,low
0.72,0.9,4,235,3,0,0,0,product_mng,medium
0.39,0.48,2,160,3,0,1,0,product_mng,medium
0.76,0.76,4,230,2,0,1,0,support,low
0.75,0.87,5,253,5,0,0,0,sales,low
0.15,0.82,7,276,4,0,1,0,support,low
0.29,0.55,2,140,3,0,1,0,sales,low
0.54,0.67,4,183,2,0,0,0,technical,low
0.75,0.65,3,155,2,0,1,0,technical,medium
0.39,0.5,2,142,3,0,1,0,sales,low
0.58,0.53,4,269,5,0,0,0,sales,medium
0.9,0.78,6,273,4,0,0,0,hr,medium
0.31,0.55,2,159,3,0,1,0,sales,low
0.32,0.54,2,141,3,0,1,0,technical,low
0.7,0.92,5,187,5,0,1,0,product_mng,low
0.85,0.58,4,186,6,0,0,0,technical,low
0.31,0.6,2,142,3,0,0,0,technical,low
0.34,0.5,4,263,4,0,1,0,IT,low
0.5,0.94,4,233,2,0,0,0,technical,medium
0.51,0.65,3,279,2,0,0,0,sales,medium
0.11,0.8,6,267,4,0,1,0,support,low
0.37,0.5,2,163,3,0,1,0,RandD,low
0.52,0.91,6,254,2,0,0,0,sales,medium
0.16,0.9,6,218,4,0,0,0,technical,medium
0.84,0.91,2,200,2,0,0,0,support,low
0.65,0.65,4,217,3,0,0,0,sales,low
0.48,0.91,3,201,2,0,0,0,technical,medium
0.52,0.97,5,222,2,0,0,0,sales,medium
0.46,0.52,2,194,3,0,0,0,IT,low
0.09,0.92,6,300,4,0,1,0,product_mng,low
0.41,0.68,2,140,3,0,1,0,technical,low
0.61,0.5,4,167,2,0,0,0,sales,low
0.69,0.92,4,211,3,0,0,0,support,low
0.8,1.0,5,269,2,0,1,0,technical,low
0.73,0.56,4,215,2,0,0,0,sales,medium
0.36,0.4,5,140,3,0,0,0,hr,medium
0.66,0.66,4,266,2,1,0,0,marketing,low
0.72,0.69,4,148,3,0,0,0,RandD,low
0.1,0.9,6,304,4,0,1,0,hr,low
0.6,0.52,2,161,3,0,1,0,product_mng,low
0.78,0.81,3,251,2,0,0,0,technical,low
0.35,0.52,2,164,3,0,1,0,sales,low
0.58,0.9,3,190,3,0,0,0,sales,low
0.32,0.49,2,153,3,0,1,0,technical,low
0.61,0.85,5,247,8,0,0,0,sales,low
0.7,0.93,4,222,5,0,0,0,technical,medium
0.74,0.71,5,226,5,0,0,0,sales,low
0.09,0.86,6,289,4,0,1,0,hr,low
0.54,0.78,4,217,2,1,0,0,product_mng,low
0.92,0.73,4,200,6,0,0,0,sales,medium
0.13,0.87,4,272,4,0,0,0,technical,low
0.31,0.46,3,154,10,0,0,0,management,high
0.66,0.99,4,241,2,0,0,0,sales,medium
0.61,0.77,4,194,5,0,0,0,technical,low
0.66,0.64,4,145,5,0,0,0,technical,low
0.37,0.51,2,143,3,0,1,0,technical,low
0.39,0.55,2,143,3,0,1,0,product_mng,low
0.65,0.62,3,239,3,0,0,0,sales,medium
0.71,0.92,4,248,4,0,0,0,RandD,medium
0.41,0.52,2,137,5,0,1,0,accounting,low
0.31,0.52,4,268,3,1,0,0,marketing,low
0.53,0.89,3,187,2,0,0,0,hr,low
0.42,0.53,2,160,3,0,0,0,product_mng,medium
0.69,0.99,4,277,2,0,1,0,sales,low
0.34,0.59,2,146,2,0,0,0,sales,medium
0.87,0.67,4,187,8,0,0,0,product_mng,low
0.91,1.0,4,232,3,0,0,0,sales,low
0.62,0.61,5,162,5,0,0,0,sales,high
0.62,0.81,4,156,3,0,0,0,sales,low
0.76,0.58,4,186,3,0,0,0,IT,low
0.58,0.62,3,187,3,0,0,0,RandD,medium
0.6,0.92,6,276,4,0,1,0,sales,low
0.44,0.51,2,135,3,0,1,0,sales,low
0.73,0.52,4,158,2,0,0,0,sales,low
0.78,0.88,5,263,6,0,0,0,technical,low
0.55,0.94,3,265,6,0,0,0,sales,medium
0.47,0.85,4,261,2,0,0,0,technical,medium
0.77,0.56,5,260,5,0,1,0,technical,low
0.6,0.63,3,235,2,0,0,0,sales,medium
0.67,0.75,5,239,3,0,0,1,sales,medium
0.32,0.49,2,145,3,0,0,0,support,medium
0.48,0.85,6,273,2,0,1,0,technical,low
0.65,0.94,5,252,2,0,0,0,sales,medium
0.81,0.87,5,238,5,0,0,0,sales,low
0.51,0.52,2,152,3,0,1,0,technical,low
0.2,0.87,7,259,6,0,0,0,sales,medium
0.46,0.98,5,178,5,0,0,0,sales,medium
0.39,0.56,2,169,3,0,1,0,marketing,medium
0.38,0.52,2,144,2,0,0,0,product_mng,high
0.5,0.59,4,179,2,1,0,0,support,low
0.67,0.86,4,263,2,0,0,0,sales,medium
0.62,1.0,6,240,5,0,1,0,sales,medium
0.34,0.61,2,170,2,0,0,0,hr,medium
0.66,0.95,4,238,3,0,1,0,technical,low
0.69,0.54,4,249,2,0,0,0,technical,high
0.49,0.69,4,149,2,0,0,0,hr,low
0.38,0.52,2,138,2,0,0,0,technical,low
0.11,0.89,7,310,5,0,1,0,hr,low
0.59,0.48,2,154,3,0,0,0,support,medium
0.7,0.59,4,151,3,0,0,0,support,low
0.96,0.6,3,231,2,0,0,0,sales,medium
0.89,0.48,3,180,2,0,0,0,sales,low
0.09,0.97,6,245,6,0,1,0,product_mng,low
0.43,0.55,2,144,3,0,1,0,sales,medium
0.31,0.53,2,147,2,0,0,0,technical,medium
0.15,0.88,4,266,4,0,0,0,accounting,low
0.59,0.99,3,161,2,0,0,0,hr,low
0.65,0.54,2,170,2,0,0,0,sales,low
0.33,0.42,2,133,3,0,1,0,sales,medium
0.34,0.49,2,153,3,0,1,0,IT,low
0.15,0.82,4,259,5,0,1,0,sales,low
0.54,0.59,2,178,3,0,1,0,technical,medium
0.53,0.82,4,260,3,0,0,0,support,low
0.62,0.88,4,145,5,0,0,0,sales,low
0.36,0.46,2,119,3,0,0,0,sales,low
0.38,0.53,2,170,6,0,1,0,technical,low
0.75,0.88,5,250,5,0,0,0,hr,low
0.15,0.91,3,260,4,0,0,0,IT,medium
0.47,0.67,4,178,5,0,0,0,sales,low
0.75,0.51,4,249,5,0,0,0,sales,low
0.66,0.55,2,156,3,0,0,0,RandD,medium
0.96,0.95,2,239,6,0,1,0,sales,low
0.19,0.76,4,271,7,1,0,0,IT,medium
0.78,0.48,4,167,3,0,0,0,technical,low
0.81,0.67,4,235,10,0,0,0,sales,medium
0.48,0.98,4,267,3,0,0,0,management,high
0.77,0.53,4,189,2,0,0,0,support,low
0.68,0.86,5,254,2,0,1,0,technical,medium
0.79,0.7,3,149,2,0,0,0,technical,low
0.67,0.94,5,240,6,1,0,0,marketing,medium
0.46,0.72,3,205,6,0,0,0,technical,low
0.93,0.74,6,254,2,0,0,0,IT,medium
0.9,0.85,6,270,4,0,1,0,technical,low
0.48,0.86,2,145,3,1,1,0,IT,low
0.21,0.96,5,256,5,0,0,0,sales,medium
0.63,0.9,5,259,3,0,0,0,sales,medium
0.7,0.52,4,163,3,0,0,0,marketing,medium
0.63,0.89,5,240,5,0,0,0,sales,medium
0.38,0.5,2,168,3,0,0,0,technical,low
0.11,0.87,6,306,4,0,0,0,hr,medium
0.86,0.93,3,255,5,0,0,0,support,low
0.67,0.81,3,269,7,0,0,0,marketing,medium
0.93,0.77,4,198,2,0,0,0,product_mng,low
0.76,0.52,4,147,3,1,0,0,marketing,low
0.62,0.65,4,143,3,0,0,0,sales,medium
0.72,1.0,5,248,5,0,1,0,accounting,low
0.75,0.99,4,272,2,0,0,0,sales,medium
0.57,0.97,4,144,2,0,0,0,product_mng,medium
0.48,1.0,5,134,3,1,0,0,sales,medium
0.61,0.95,5,269,3,0,1,0,management,high
0.44,0.85,4,222,2,0,0,0,marketing,medium
0.35,0.51,2,142,3,0,1,0,accounting,low
0.64,0.96,5,142,6,0,0,0,sales,medium
0.43,0.6,4,172,3,0,0,0,sales,medium
0.58,0.93,5,247,3,0,0,0,technical,low
0.6,0.6,2,270,3,0,0,0,sales,low
0.72,0.86,5,241,3,0,0,0,technical,low
0.67,0.97,4,271,3,0,0,0,sales,medium
0.7,0.56,2,137,3,0,0,0,support,medium
0.59,0.9,3,262,2,0,0,0,product_mng,medium
0.45,0.62,2,147,3,0,1,0,sales,low
0.46,0.54,2,113,3,0,0,0,RandD,medium
0.46,0.67,3,209,2,0,0,0,marketing,medium
0.21,0.81,3,189,5,0,0,0,technical,low
0.68,0.83,4,166,2,0,0,0,support,medium
0.35,0.49,2,148,3,0,1,0,technical,medium
0.42,0.49,3,150,3,0,0,0,marketing,medium
0.47,0.63,3,266,3,0,0,0,management,high
0.53,0.65,3,124,2,0,0,0,product_mng,medium
0.35,0.5,2,150,3,0,1,0,technical,medium
0.11,0.76,7,247,4,0,1,0,sales,low
0.49,0.73,4,246,6,1,0,0,technical,low
0.9,0.89,3,184,2,0,0,0,product_mng,medium
0.81,0.64,4,151,3,0,0,0,sales,low
0.55,0.66,4,191,3,0,0,0,technical,low
0.46,0.56,2,156,3,0,0,0,hr,low
0.09,0.76,5,246,2,0,0,0,hr,medium
0.1,0.93,5,272,4,0,0,0,support,medium
0.49,0.53,4,165,3,1,0,0,sales,high
0.13,0.79,6,267,4,0,1,0,sales,medium
0.62,0.96,4,189,2,0,0,0,technical,medium
0.22,0.6,4,156,5,0,0,0,sales,low
0.72,0.89,3,206,6,0,0,0,marketing,low
0.18,0.85,6,254,3,0,0,0,technical,high
0.56,0.67,5,232,2,0,0,0,sales,medium
0.88,0.89,3,209,2,0,0,0,technical,low
0.59,0.69,3,277,2,0,0,0,technical,low
0.66,0.98,5,253,5,0,1,0,support,low
0.68,0.49,3,142,2,0,0,0,RandD,low
0.23,0.98,5,242,5,0,0,0,support,medium
0.38,0.58,2,143,3,1,1,0,technical,low
0.13,0.87,5,292,2,0,0,0,support,medium
0.77,0.98,5,242,4,1,0,0,sales,medium
0.61,0.67,4,187,3,0,0,0,technical,low
0.59,0.54,3,141,3,0,0,0,product_mng,low
0.5,0.5,4,194,3,0,0,0,sales,low
0.59,0.73,5,258,2,0,0,0,management,high
0.74,0.92,5,254,4,0,0,0,support,low
0.56,0.68,4,135,2,0,0,0,hr,medium
0.21,0.81,5,264,3,0,0,0,marketing,high
0.16,0.91,4,247,4,0,0,0,sales,low
0.51,0.64,3,147,2,0,0,0,sales,medium
0.13,0.91,4,251,4,0,0,0,support,low
0.81,0.72,3,211,2,0,0,0,technical,medium
0.66,0.89,4,166,2,0,0,0,sales,medium
0.7,0.86,5,219,7,0,0,0,sales,medium
0.51,0.63,4,183,2,0,0,0,technical,low
0.66,0.96,5,276,5,0,1,0,product_mng,low
0.22,0.79,5,267,5,0,1,0,support,low
0.79,0.69,4,277,2,0,0,0,sales,high
0.67,0.93,3,217,3,0,0,0,sales,medium
0.32,0.57,2,141,5,0,1,0,technical,low
0.19,0.8,6,287,4,0,1,0,sales,medium
0.17,0.87,3,242,8,0,0,0,sales,low
0.83,0.62,4,186,2,0,0,0,technical,low
0.45,0.63,5,194,2,0,0,0,sales,low
0.58,0.64,2,141,2,0,0,0,product_mng,medium
0.18,0.96,7,298,4,0,1,0,technical,low
0.12,0.84,5,250,4,0,0,0,technical,low
0.71,0.97,4,273,5,0,0,0,sales,low
0.54,0.76,3,168,3,1,0,0,technical,low
0.47,0.55,2,146,5,0,1,0,sales,medium
0.09,0.84,7,298,4,0,1,0,management,low
0.65,0.99,4,263,5,1,0,0,marketing,low
0.34,0.53,2,113,3,0,1,0,sales,medium
0.49,0.65,5,153,2,0,0,0,technical,low
0.38,0.51,2,137,3,0,1,0,sales,low
0.86,0.55,4,164,3,0,0,0,sales,low
0.62,0.81,5,240,4,1,1,0,technical,low
0.63,0.52,3,224,3,0,1,0,technical,low
0.68,0.67,4,205,2,0,0,1,sales,low
0.37,0.52,2,139,3,0,1,0,technical,medium
0.54,0.87,3,256,5,0,0,0,technical,medium
0.29,0.9,2,143,5,0,1,0,technical,medium
0.74,0.54,5,259,3,0,0,0,hr,high
0.78,0.86,3,215,2,0,0,0,accounting,low
0.3,0.51,2,161,3,1,0,0,product_mng,medium
0.94,0.97,3,240,4,0,0,0,sales,low
0.34,0.5,2,140,3,0,1,0,sales,medium
0.59,0.98,3,259,2,0,0,0,marketing,low
0.37,0.42,2,138,3,0,1,0,technical,medium
0.66,0.55,4,171,2,0,0,0,marketing,low
0.63,0.84,3,184,3,0,1,0,technical,low
0.67,0.52,3,184,3,0,0,0,sales,medium
0.37,0.68,5,136,3,0,0,0,technical,low
0.91,0.6,3,152,2,0,0,0,sales,medium
0.9,0.66,4,243,2,0,0,0,technical,medium
0.67,0.75,4,232,2,0,0,0,management,high
0.53,0.5,3,113,2,0,0,0,marketing,medium
0.72,0.91,3,251,2,0,0,0,sales,medium
0.78,0.93,4,260,5,0,1,0,product_mng,low
0.17,0.96,6,301,4,0,1,0,hr,low
0.95,0.78,5,203,8,0,0,0,technical,medium
0.68,0.86,3,258,3,0,0,0,product_mng,low
0.72,0.7,3,249,3,0,0,0,sales,low
0.34,0.48,2,148,3,0,1,0,technical,low
0.86,0.82,4,269,5,0,1,0,product_mng,low
0.84,0.7,4,165,6,0,1,0,sales,medium
0.39,0.69,2,122,3,0,0,0,RandD,low
0.51,0.79,3,143,2,0,0,1,sales,medium
0.1,0.88,7,305,4,0,1,0,technical,low
0.58,0.43,2,145,6,0,0,0,sales,low
0.92,0.98,4,249,3,0,0,0,technical,low
0.59,0.87,4,224,3,1,0,0,support,low
0.63,0.89,3,256,2,0,0,0,technical,low
0.55,0.53,3,169,3,0,0,0,sales,low
0.78,0.61,4,191,2,0,0,0,sales,medium
0.38,0.54,4,142,3,0,1,0,technical,low
0.53,0.62,3,189,2,0,0,0,sales,medium
0.55,0.81,3,160,4,0,0,0,product_mng,low
0.84,1.0,4,269,2,0,0,0,RandD,medium
0.64,0.66,4,201,3,0,0,0,IT,low
0.84,0.64,4,267,3,1,0,0,sales,low
0.65,0.97,3,223,2,0,0,0,sales,medium
0.37,0.49,2,160,2,0,1,0,sales,low
0.94,0.91,6,192,2,0,0,0,sales,medium
0.11,0.89,6,309,4,0,1,0,technical,medium
0.59,0.51,2,262,2,0,0,0,management,medium
0.38,0.48,2,173,3,0,0,0,technical,low
0.58,0.98,4,186,6,0,0,0,management,medium
0.84,0.95,6,142,5,0,1,0,technical,medium
0.7,0.52,4,144,3,0,0,0,sales,low
0.35,0.5,2,169,5,0,1,0,technical,low
0.46,0.48,2,143,3,0,1,0,sales,low
0.34,0.5,2,160,3,0,1,0,sales,medium
0.46,0.86,4,165,3,0,0,1,management,high
0.56,0.66,4,168,3,0,0,0,support,low
0.35,0.49,2,154,3,0,1,0,marketing,low
0.49,0.98,4,184,2,0,0,0,sales,medium
0.18,0.93,4,197,6,0,0,0,sales,low
0.87,0.71,5,194,3,0,0,0,support,medium
0.65,0.89,5,257,3,0,0,0,hr,low
0.15,0.86,6,301,4,0,0,0,hr,low
0.46,0.77,5,228,2,0,0,0,support,medium
0.78,0.93,4,192,3,0,0,0,technical,low
0.15,0.94,5,264,4,0,1,0,technical,medium
0.6,0.84,3,143,5,0,1,0,product_mng,low
0.85,0.92,5,180,2,0,0,0,sales,medium
0.64,0.97,4,196,3,0,0,0,sales,medium
0.36,0.48,2,160,3,0,1,0,hr,low
0.7,0.9,2,239,6,0,0,0,marketing,low
0.15,0.94,4,252,6,0,1,0,IT,medium
0.56,0.92,4,248,2,0,1,0,technical,medium
0.61,0.51,4,151,2,0,0,0,product_mng,medium
0.78,0.94,5,190,3,0,0,0,technical,low
0.09,0.94,7,279,5,0,1,0,support,low
0.58,0.93,3,271,2,1,0,0,hr,low
0.14,0.94,6,258,5,0,1,0,technical,low
0.65,0.99,3,254,5,0,1,0,technical,low
0.09,0.91,6,236,4,0,1,0,accounting,high
0.92,0.8,4,247,5,0,0,0,sales,medium
0.4,0.52,2,148,3,0,1,0,technical,medium
0.55,0.93,4,198,2,0,0,0,technical,low
0.83,0.56,4,208,2,0,0,0,sales,medium
0.4,0.47,2,138,4,0,0,0,product_mng,low
0.39,0.52,2,148,3,0,0,0,support,low
0.39,0.49,2,143,3,0,1,0,hr,low
0.67,0.66,3,256,2,0,0,0,technical,low
0.33,0.54,2,131,2,0,1,0,support,low
0.39,0.48,2,145,3,0,1,0,technical,low
0.23,0.89,5,189,4,0,0,0,IT,low
0.37,0.57,2,149,3,0,1,0,technical,low
0.67,0.7,5,207,5,0,0,0,accounting,low
0.69,0.68,3,114,2,1,1,0,sales,low
0.95,0.99,4,266,5,0,0,0,sales,medium
0.58,0.82,5,200,2,0,0,0,technical,low
0.51,0.55,3,181,2,0,0,0,technical,low
0.54,0.62,2,104,3,0,0,0,technical,low
0.47,0.46,4,115,2,0,1,0,sales,low
0.9,0.42,3,165,3,1,0,0,technical,low
0.38,0.61,2,163,3,0,0,0,sales,medium
0.56,0.62,3,201,2,0,0,0,technical,low
0.39,0.48,2,152,3,0,1,0,sales,medium
0.89,0.97,5,259,3,0,0,0,support,low
0.39,0.66,2,136,3,0,1,0,technical,low
0.36,0.52,2,136,3,0,1,0,technical,medium
0.66,0.69,4,225,6,0,0,0,sales,low
0.79,0.9,3,257,3,0,0,0,technical,low
0.73,0.62,3,270,2,0,0,0,sales,low
0.83,0.52,4,197,5,0,0,0,sales,medium
0.72,0.64,4,167,3,0,0,0,sales,low
0.17,0.91,5,265,4,0,0,0,sales,medium
0.2,0.96,5,270,5,0,1,0,sales,low
0.65,0.93,3,204,2,0,0,0,sales,medium
0.48,0.52,2,145,3,0,0,0,sales,low
0.69,1.0,4,268,3,0,0,0,sales,medium
0.53,0.63,2,150,3,0,0,0,RandD,medium
0.09,0.72,6,232,4,0,0,0,support,low
0.65,0.71,3,187,3,0,0,0,sales,low
0.64,0.51,3,161,2,0,0,0,hr,low
0.79,0.53,5,157,3,0,1,0,sales,low
0.2,0.89,4,241,6,0,0,0,management,high
0.67,0.88,3,184,2,0,0,0,sales,medium
0.45,0.49,2,171,3,0,1,0,IT,low
0.48,0.99,3,201,3,0,0,0,support,medium
0.92,0.96,5,205,4,0,0,1,sales,low
0.82,0.57,4,233,6,0,0,0,sales,medium
0.1,0.83,6,236,4,0,1,0,IT,medium
0.53,0.5,2,150,3,0,0,0,sales,low
0.56,0.66,4,182,6,0,0,0,RandD,low
0.47,0.52,5,139,3,0,0,0,sales,low
0.36,0.55,2,145,3,0,1,0,technical,low
0.09,0.89,7,306,4,0,1,0,RandD,low
0.74,0.85,4,235,4,0,0,0,sales,low
0.16,0.92,6,302,4,0,1,0,sales,low
0.16,0.9,6,273,4,0,0,0,product_mng,medium
0.18,0.83,5,220,5,0,0,0,accounting,low
0.81,0.95,5,256,4,0,1,0,support,low
0.55,0.77,4,274,4,0,0,0,sales,low
0.37,0.96,2,142,3,0,1,0,technical,low
0.74,0.84,3,149,6,0,0,0,product_mng,medium
0.74,0.51,4,209,6,0,0,0,sales,high
0.61,0.74,4,265,2,1,0,0,sales,high
0.2,0.91,4,194,5,0,0,0,technical,low
0.92,0.53,3,204,2,0,0,0,sales,low
0.66,0.74,5,272,2,0,0,0,sales,medium
0.48,0.63,4,238,10,0,0,0,management,high
0.49,0.61,3,184,2,0,0,0,sales,low
0.64,0.7,4,201,2,1,0,0,support,low
0.74,0.55,4,200,2,0,0,1,sales,medium
0.09,0.8,4,275,5,0,0,0,technical,medium
0.35,0.51,2,137,3,0,1,0,technical,medium
0.15,0.79,3,187,2,0,0,0,product_mng,low
0.49,0.54,2,156,3,0,0,0,sales,medium
0.66,0.51,4,264,3,0,0,0,product_mng,low
0.52,0.85,4,235,2,0,0,0,support,low
0.51,0.67,5,157,8,0,0,0,sales,medium
0.64,0.53,4,184,2,1,0,0,support,low
0.17,0.73,6,256,5,0,1,0,hr,medium
0.7,0.98,5,239,5,0,0,0,support,low
0.51,0.57,2,138,2,0,0,0,sales,medium
0.12,1.0,7,147,5,0,1,0,sales,medium
0.57,0.57,4,143,3,0,1,0,sales,low
0.63,0.89,3,258,2,0,0,0,technical,low
0.51,0.71,3,270,2,0,0,0,support,medium
0.91,0.98,3,189,3,0,0,0,technical,low
0.17,0.96,6,273,4,0,1,0,support,low
0.72,0.54,5,130,5,0,1,0,management,low
0.47,0.63,5,185,2,0,0,0,sales,low
0.15,0.8,3,187,4,0,0,0,IT,medium
0.76,0.52,2,165,5,0,1,0,support,low
0.52,0.52,3,194,2,0,0,0,management,high
0.65,0.94,3,209,6,0,0,0,sales,medium
0.48,0.87,4,234,3,0,0,0,sales,medium
0.18,0.96,4,178,2,0,0,0,support,medium
0.35,0.47,4,185,3,1,0,0,sales,medium
0.49,0.64,3,271,2,0,0,0,sales,medium
0.64,0.93,4,257,5,0,0,0,hr,medium
0.6,0.86,3,280,2,0,0,0,technical,medium
0.76,0.92,2,141,2,0,0,0,sales,low
0.09,0.85,4,244,4,0,1,0,technical,medium
0.35,0.56,5,151,2,0,1,0,technical,low
0.64,0.53,4,146,3,1,1,0,IT,low
0.18,0.72,4,252,2,0,0,0,technical,low
0.92,0.77,5,238,3,0,0,0,sales,low
0.43,0.52,2,137,2,0,1,0,sales,low
0.61,0.75,4,263,3,0,1,0,hr,medium
0.77,0.5,5,137,5,0,1,0,sales,low
0.8,0.85,5,262,5,0,1,0,support,low
0.47,0.44,4,183,2,1,0,0,RandD,medium
0.65,0.69,4,277,3,0,0,0,hr,high
0.68,0.97,4,248,5,0,0,0,IT,low
0.55,0.89,3,194,2,0,0,0,technical,low
0.36,0.52,4,231,3,0,0,0,technical,medium
0.34,0.53,2,155,3,0,0,0,accounting,high
0.63,0.9,5,286,5,0,0,0,technical,medium
0.36,0.52,2,134,3,0,1,0,sales,medium
0.42,0.51,2,106,3,0,0,0,sales,low
0.68,0.76,5,213,3,0,0,1,technical,low
0.67,0.89,3,168,3,0,0,0,sales,low
0.76,0.62,3,201,2,0,0,0,RandD,medium
0.18,0.69,5,177,3,0,0,0,sales,medium
0.75,0.77,6,246,2,0,0,0,product_mng,medium
0.62,0.83,3,147,2,0,0,0,hr,medium
0.71,0.67,4,259,2,0,0,0,sales,low
0.65,0.88,3,228,2,1,0,0,sales,low
0.67,0.52,3,139,2,0,0,0,support,low
0.46,0.51,2,131,3,0,1,0,technical,low
0.14,0.78,6,228,2,0,0,0,product_mng,low
0.19,0.86,5,139,4,1,0,0,marketing,low
0.62,0.88,3,257,4,1,0,0,sales,low
0.55,0.91,3,268,3,0,0,0,management,medium
0.66,0.7,3,216,3,0,0,0,technical,low
0.49,0.61,5,135,3,1,0,0,RandD,medium
0.54,0.86,3,251,2,0,0,0,accounting,medium
0.69,0.71,3,147,3,1,0,0,marketing,low
0.88,0.97,3,269,2,0,0,0,sales,medium
0.63,0.97,3,199,3,0,0,0,technical,low
0.89,0.95,3,212,3,0,0,0,sales,medium
0.72,0.86,5,247,5,0,0,0,marketing,low
0.35,0.49,2,170,3,0,1,0,accounting,low
0.15,0.85,6,281,5,0,1,0,sales,medium
0.46,0.6,5,166,2,0,0,0,product_mng,medium
0.84,1.0,5,192,3,0,0,0,marketing,low
0.6,0.95,5,190,2,0,0,1,marketing,low
0.7,0.96,5,233,5,0,1,0,sales,medium
0.12,0.87,6,300,4,0,1,0,support,low
0.15,0.74,4,270,2,0,0,0,product_mng,low
0.72,0.97,2,249,5,0,1,0,technical,low
0.18,0.74,6,275,3,0,0,0,IT,medium
0.59,0.98,4,153,2,0,0,0,marketing,medium
0.77,0.52,4,197,8,0,0,0,support,low
0.52,0.66,4,264,3,0,0,0,marketing,low
0.55,0.59,4,140,3,0,0,0,sales,medium
0.67,0.96,4,162,6,0,0,0,sales,medium
0.9,0.67,2,147,2,0,0,0,sales,medium
